pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse
"Kepler-1396 b","Kepler-1396",1,1,"Transit",2016,18.22064210000,2.07000000,4.94000000
"Kepler-1165 c","Kepler-1165",1,2,"Transit",2021,29.96870041000,3.36093385,11.20000000
"Kepler-640 b","Kepler-640",1,1,"Transit",2016,22.24813967000,2.56000000,7.08000000
"Kepler-893 b","Kepler-893",1,1,"Transit",2016,6.33855761000,3.03000000,9.43000000
"K2-138 d","K2-138",1,6,"Transit",2017,5.40479000000,2.39000000,7.92000000
"HD 103949 b","HD 103949",1,1,"Radial Velocity",2019,120.87800000000,3.35000000,11.20000000
"75 Cet b","75 Cet",2,2,"Radial Velocity",2012,696.62000000000,13.30000000,787.89662095
"omi UMa b","omi UMa",2,1,"Radial Velocity",2012,1569.81000000000,13.00000000,1160.39151396
"Kepler-722 c","Kepler-722",1,2,"Transit",2016,105.14474900000,2.82000000,8.35000000
"K2-138 e","K2-138",1,6,"Transit",2017,8.26146000000,3.39000000,12.97000000
"K2-138 f","K2-138",1,6,"Transit",2017,12.75758000000,2.90400000,1.63000000
"Kepler-170 b","Kepler-170",1,2,"Transit",2014,7.93059200000,3.20000000,82.60000000
"Kepler-1542 e","Kepler-1542",1,4,"Transit",2016,5.10115756000,0.76000000,0.36300000
"Kepler-789 b","Kepler-789",1,1,"Transit",2016,8.63847725000,2.12000000,5.14000000
"Kepler-328 c","Kepler-328",1,2,"Transit",2013,71.31200000000,5.40000000,39.40000000
"K2-32 d","K2-32",2,4,"Transit",2016,31.71701000000,3.48400000,6.70000000
"K2-32 b","K2-32",2,4,"Transit",2016,8.99200000000,5.29900000,15.00000000
"Kepler-299 b","Kepler-299",1,4,"Transit",2014,2.92712800000,1.32000000,2.30000000
"K2-154 c","K2-154",1,2,"Transit",2018,7.95486000000,2.07000000,4.94000000
"K2-32 c","K2-32",2,4,"Transit",2016,20.66093000000,3.13400000,8.10000000
"Kepler-1821 b","Kepler-1821",1,1,"Transit",2021,16.45809937000,2.59248115,7.24000000
"ome Ser b","ome Ser",2,1,"Radial Velocity",2013,278.59000000000,14.00000000,233.92170755
"HD 2952 b","HD 2952",1,1,"Radial Velocity",2013,312.08000000000,13.90000000,284.77425267
"HD 164922 b","HD 164922",1,4,"Radial Velocity",2005,1207.00000000000,13.30000000,116.00000000
"K2-100 b","K2-100",1,1,"Transit",2016,1.67390350000,3.88000000,21.80000000
"HIP 71135 b","HIP 71135",1,1,"Radial Velocity",2019,87.19000000000,4.55000000,18.80000000
"Kepler-55 f","Kepler-55",1,5,"Transit",2014,10.19854500000,1.59000000,3.15000000
"Kepler-1073 d","Kepler-1073",1,3,"Transit",2021,2.50476002700,1.48770949,2.82000000
"Kepler-804 c","Kepler-804",1,2,"Transit",2016,9.65185017000,1.14000000,1.55000000
"GJ 15 A b","GJ 15 A",2,2,"Radial Velocity",2014,11.44070000000,1.55000000,3.03000000
"Kepler-135 c","Kepler-135",1,2,"Transit",2014,11.44870800000,1.16000000,1.65000000
"K2-138 g","K2-138",1,6,"Transit",2021,41.96797000000,3.01300000,4.32000000
"TOI-1231 b","TOI-1231",1,1,"Transit",2021,24.24558600000,3.65000000,15.40000000
"HD 73526 b","HD 73526",1,2,"Radial Velocity",2002,188.30000000000,13.10000000,978.91640000
"Kepler-959 b","Kepler-959",1,1,"Transit",2016,14.80074836000,4.38000000,17.60000000
"TOI-1062 b","TOI-1062",1,2,"Transit",2021,4.11296000000,2.26500000,10.15000000
"Kepler-1304 b","Kepler-1304",1,1,"Transit",2016,16.12888530000,2.29000000,5.86000000
"PH2 b","PH2",1,1,"Transit",2013,282.52542000000,9.33708092,87.08498352
"Kepler-1043 b","Kepler-1043",1,1,"Transit",2016,38.50533980000,2.55000000,7.04000000
"Kepler-156 c","Kepler-156",1,2,"Transit",2014,15.90680100000,2.55000000,7.04000000
"TOI-257 b","TOI-257",1,1,"Transit",2021,18.38818000000,7.16253867,43.86032017
"Kepler-168 b","Kepler-168",1,2,"Transit",2014,4.42539100000,1.46000000,2.73000000
"TOI-5126 c","TOI-5126",1,2,"Transit",2023,17.89990000000,3.86000000,14.20000000
"TOI-5126 b","TOI-5126",1,2,"Transit",2023,5.45883850000,4.74000000,20.20000000
"Kepler-1708 b","Kepler-1708",1,1,"Transit",2021,737.11310000000,9.96000000,1462.01067220
"TOI-1749 d","TOI-1749",1,3,"Transit",2021,9.04970000000,2.52000000,15.00000000
"TOI-674 b","TOI-674",1,1,"Transit",2021,1.97714300000,5.25000000,23.60000000
"Kepler-1310 b","Kepler-1310",1,1,"Transit",2016,0.67933627200,1.44000000,2.67000000
"TOI-1062 c","TOI-1062",1,2,"Radial Velocity",2021,7.97200000000,3.10000000,9.78000000
"TOI-5605 b","TOI-5605",1,1,"Transit",2026,5.91340454843,2.52611303,6.92000000
"HD 154857 b","HD 154857",1,2,"Radial Velocity",2004,408.60001000000,13.30000000,778.68350000
"Kepler-1404 b","Kepler-1404",1,1,"Transit",2016,15.93147390000,2.01000000,4.70000000
"K2-99 c","K2-99",1,2,"Radial Velocity",2022,522.20000000000,12.60000000,2669.75861880
"TOI-269 b","TOI-269",1,1,"Transit",2021,3.69771040000,2.77000000,8.80000000
"Kepler-902 b","Kepler-902",1,1,"Transit",2016,40.10995470000,2.54000000,6.99000000
"Kepler-894 b","Kepler-894",1,1,"Transit",2016,9.80322400000,2.78000000,8.15000000
"TOI-628 b","TOI-628",1,1,"Transit",2021,3.40956750000,11.88154000,2011.86390000
"HD 64121 b","HD 64121",1,1,"Radial Velocity",2022,623.00000000000,13.20000000,813.64072192
"HAT-P-58 b","HAT-P-58",1,1,"Transit",2021,4.01383790000,14.93036229,118.23216740
"HAT-P-59 b","HAT-P-59",1,1,"Transit",2021,4.14197710000,12.58768533,489.45574678
"Kepler-213 c","Kepler-213",1,2,"Transit",2014,4.82296200000,2.34000000,6.08000000
"Kepler-1561 b","Kepler-1561",1,1,"Transit",2016,1.00520700700,1.09000000,1.32000000
"Kepler-1338 b","Kepler-1338",1,1,"Transit",2016,0.93511805700,0.92000000,0.72100000
"Kepler-53 d","Kepler-53",1,3,"Transit",2014,9.75196200000,2.12000000,37.19070000
"TOI-2202 c","TOI-2202",1,2,"Transit Timing Variations",2021,24.67440000000,13.40000000,117.27868218
"TOI-199 c","TOI-199",1,2,"Transit Timing Variations",2023,273.69000000000,11.40000000,88.99195396
"75 Cet c","75 Cet",2,2,"Radial Velocity",2023,2051.62000000000,13.90000000,289.85950718
"Kepler-542 b","Kepler-542",1,1,"Transit",2016,13.14497566000,1.57000000,3.09000000
"Kepler-394 c","Kepler-394",1,3,"Transit",2014,12.13068600000,1.66000000,3.39000000
"HD 213240 b","HD 213240",2,1,"Radial Velocity",2001,882.70001000000,12.80000000,1655.88600047
"Kepler-1640 b","Kepler-1640",1,1,"Transit",2016,7.58441260000,4.82000000,20.70000000
"Kepler-1423 b","Kepler-1423",1,1,"Transit",2016,23.95537800000,1.06000000,1.20000000
"GJ 724 b","GJ 724",1,1,"Radial Velocity",2023,5.10128400000,3.27000000,10.75000000
"GJ 4274 c","GJ 4274",1,2,"Radial Velocity",2026,69.57000000000,2.83000000,8.39000000
"TOI-5398 b","TOI-5398",1,2,"Transit",2022,10.59054700000,10.30000000,58.70000000
"61 Vir c","61 Vir",1,3,"Radial Velocity",2009,38.02100000000,4.46000000,18.20000000
"HAT-P-43 b","HAT-P-43",1,1,"Transit",2012,3.33264140000,13.63000000,210.39500000
"HD 110067 c","HD 110067",3,6,"Transit",2023,13.67369400000,2.38800000,6.30000000
"HD 110067 f","HD 110067",3,6,"Transit",2023,41.05854000000,2.60100000,5.04000000
"Kepler-1512 b","Kepler-1512",1,1,"Transit",2016,20.35972599000,1.18000000,1.76000000
"Kepler-825 b","Kepler-825",1,2,"Transit",2016,3.77360059000,1.53000000,2.96000000
"Kepler-245 c","Kepler-245",1,4,"Transit",2014,17.46081200000,2.18000000,26.70000000
"Kepler-1233 b","Kepler-1233",1,1,"Transit",2016,45.12630420000,2.60000000,7.27000000
"Kepler-1398 b","Kepler-1398",1,2,"Transit",2016,2.78815679000,0.90000000,0.66600000
"TOI-2184 b","TOI-2184",1,1,"Transit",2022,6.90683000000,11.39953337,206.58846455
"14 Her b","14 Her",1,2,"Radial Velocity",2002,1766.41000000000,12.50000000,2828.67282230
"USco1621 b","USco1621 A",1,1,"Imaging",2019,,12.20000000,5085.28000000
"Kepler-607 b","Kepler-607",1,2,"Transit",2016,0.63816320400,0.87000000,0.59000000
"HD 110067 b","HD 110067",3,6,"Transit",2023,9.11367800000,2.20000000,5.69000000
"GJ 3988 b","GJ 3988",1,1,"Radial Velocity",2023,6.94420000000,1.74000000,3.69000000
"Kepler-1784 b","Kepler-1784",1,1,"Transit",2021,13.59049988000,2.79936489,8.24000000
"TOI-5777 b","TOI-5777",1,1,"Transit",2026,6.91716177373,3.09551273,9.78000000
"TOI-6080 b","TOI-6080",1,1,"Transit",2026,8.05562348084,3.32424168,11.00000000
"TOI-2104 b","TOI-2104",1,1,"Transit",2026,5.90437045700,1.52898127,2.95000000
"Kepler-1019 b","Kepler-1019",1,1,"Transit",2016,1.41122984700,1.46000000,2.73000000
"HD 134606 d","HD 134606",1,5,"Radial Velocity",2024,966.50000000000,7.59000000,44.80000000
"HD 134606 b","HD 134606",1,5,"Radial Velocity",2024,12.08900000000,2.97000000,9.09000000
"TOI-2257 b","TOI-2257",1,1,"Transit",2021,35.18934600000,2.19400000,5.45000000
"Kepler-97 b","Kepler-97",1,2,"Transit",2014,2.58664000000,1.48000000,3.51000000
"Kepler-1230 b","Kepler-1230",1,1,"Transit",2016,9.95661537000,2.71000000,7.80000000
"Kepler-300 b","Kepler-300",1,2,"Transit",2014,10.44634700000,1.67000000,3.43000000
"HD 134606 e","HD 134606",1,5,"Radial Velocity",2024,4.32030000000,1.33000000,2.34000000
"K2-75 c","K2-75",1,2,"Transit",2016,18.31100000000,2.77000000,8.10000000
"TOI-2134 b","TOI-2134",1,2,"Transit",2023,9.22920050000,2.69000000,9.13000000
"TOI-544 c","TOI-544",1,2,"Radial Velocity",2023,50.08900000000,4.92000000,21.50000000
"TOI-2134 c","TOI-2134",1,2,"Transit",2023,95.50000000000,7.27000000,41.89000000
"K2-275 b","K2-275",1,2,"Transit",2018,3.28096260000,2.34000000,6.08000000
"HD 47186 b","HD 47186",1,2,"Radial Velocity",2008,4.08450000000,5.02000000,22.24810000
"Kepler-1024 b","Kepler-1024",1,1,"Transit",2016,66.41621330000,3.91000000,14.50000000
"Kepler-1559 b","Kepler-1559",1,1,"Transit",2016,0.97191542800,0.72000000,0.29900000
"Kepler-1725 b","Kepler-1725",1,1,"Transit",2021,16.71990013000,2.81251770,8.31000000
"Kepler-155 c","Kepler-155",1,2,"Transit",2014,52.66179300000,2.24000000,5.65000000
"Kepler-307 b","Kepler-307",1,2,"Transit",2013,10.42080000000,2.43000000,7.44000000
"Kepler-755 c","Kepler-755",2,2,"Transit",2016,2.85313364400,1.26000000,2.13000000
"HATS-75 b","HATS-75",1,1,"Transit",2021,2.78865560000,9.90873894,156.05374784
"HAT-P-55 b","HAT-P-55",1,1,"Transit",2015,3.58523130000,14.84069045,189.42573057
"HAT-P-51 b","HAT-P-51",1,1,"Transit",2015,4.21802091000,13.50682174,97.57332095
"Kepler-1637 b","Kepler-1637",1,1,"Transit",2016,6.10960324000,0.89000000,0.64000000
"Kepler-708 b","Kepler-708",1,1,"Transit",2016,3.16789193800,2.93000000,8.91000000
"TIC 172900988 b","TIC 172900988 Aa",2,1,"Transit",2021,200.45200000000,11.25000000,942.00000000
"BD-08 2823 b","BD-08 2823",1,2,"Radial Velocity",2009,5.60000000000,,2948.49413174
"HD 10180 c","HD 10180",1,6,"Radial Velocity",2010,5.75969000000,,2741.58783878
"HD 112570 b","HD 112570",1,1,"Radial Velocity",2023,2615.00000000000,13.10000000,1086.97315194
"Kepler-836 b","Kepler-836",1,1,"Transit",2016,11.36112327000,2.73000000,7.90000000
"Kepler-178 b","Kepler-178",1,3,"Transit",2014,9.57669400000,2.90000000,8.75000000
"TOI-3362 b","TOI-3362",1,1,"Transit",2021,18.09547000000,12.80065596,1598.35905880
"Kepler-1348 b","Kepler-1348",1,1,"Transit",2016,27.57227420000,1.94000000,4.42000000
"Kepler-984 b","Kepler-984",1,1,"Transit",2016,43.03422720000,2.12000000,5.14000000
"TOI-1839 b","TOI-1839",1,2,"Transit",2026,1.42378440907,2.21895097,5.56000000
"GPX-1 b","GPX-1",1,1,"Transit",2021,1.74457900000,16.47720163,6261.21961790
"TOI-559 b","TOI-559",1,1,"Transit",2021,6.98390950000,12.22899794,1910.14872607
"TOI-530 b","TOI-530",1,1,"Transit",2021,6.38759700000,9.30345398,127.13136280
"Kepler-907 b","Kepler-907",1,1,"Transit",2016,15.86621821000,1.20000000,1.87000000
"Kepler-823 b","Kepler-823",1,1,"Transit",2016,4.16809082000,1.57000000,3.09000000
"HD 154391 b","HD 154391",1,1,"Radial Velocity",2023,5163.00000000000,12.50000000,2892.23850370
"HD 63433 d","HD 63433",1,3,"Transit",2023,4.20907500000,1.07300000,1.25000000
"Kepler-647 c","Kepler-647",1,2,"Transit",2020,29.66630000000,4.00135002,15.10000000
"K2-153 b","K2-153",1,1,"Transit",2018,7.51574000000,2.00000000,4.66000000
"Kepler-1082 b","Kepler-1082",1,1,"Transit",2016,1.54320660400,1.12000000,1.46000000
"TOI-1431 b","TOI-1431",1,1,"Transit",2021,2.65023700000,16.70138124,991.62462984
"WASP-76 b","WASP-76",2,1,"Transit",2016,1.80988198000,20.78145022,284.13859586
"WASP-95 b","WASP-95",1,1,"Transit",2014,2.18467000000,13.78707000,457.67520000
"TOI-4551 b","TOI-4551",1,1,"Transit",2023,9.95581000000,11.85910158,473.56432643
"HD 219666 b","HD 219666",1,1,"Transit",2018,6.03446800000,4.89800000,17.60000000
"HD 192310 c","HD 192310",1,2,"Radial Velocity",2011,525.80000000000,5.25000000,24.00000000
"HD 195019 b","HD 195019",2,1,"Radial Velocity",1998,18.20132000000,13.00000000,1264.96340000
"Kepler-334 b","Kepler-334",1,3,"Transit",2014,5.47031900000,1.12000000,1.46000000
"Kepler-139 e","Kepler-139",1,5,"Radial Velocity",2023,2047.63537300000,13.70000000,378.00000000
"Kepler-1196 b","Kepler-1196",1,1,"Transit",2016,66.18490310000,2.23000000,5.60000000
"Kepler-333 b","Kepler-333",2,2,"Transit",2014,12.55115800000,1.32000000,28.20000000
"Kepler-562 b","Kepler-562",1,1,"Transit",2016,18.00931443600,5.21000000,23.70000000
"Kepler-1671 b","Kepler-1671",1,1,"Transit",2020,4.16787000000,1.32557381,2.32000000
"Kepler-1158 b","Kepler-1158",1,1,"Transit",2016,13.53962930000,2.34000000,6.08000000
"HD 110067 g","HD 110067",3,6,"Transit",2023,54.76992000000,2.60700000,8.40000000
"HD 88986 b","HD 88986",1,1,"Radial Velocity",2023,146.05000000000,2.49000000,17.20000000
"TOI-4377 b","TOI-4377",1,1,"Transit",2023,4.37808100000,15.10970598,304.16178550
"Kepler-57 b","Kepler-57",1,2,"Transit",2012,5.72000000000,3.13500000,25.06000000
"Kepler-461 b","Kepler-461",1,1,"Transit",2016,8.31378305900,2.58000000,7.18000000
"HD 24085 b","HD 24085",1,1,"Radial Velocity",2019,2.04550000000,3.46000000,11.80000000
"Kepler-1843 b","Kepler-1843",1,1,"Transit",2021,25.54339981000,2.70909809,7.80000000
"Kepler-1184 b","Kepler-1184",1,1,"Transit",2016,53.59910440000,2.68000000,7.65000000
"TOI-1860 b","TOI-1860",1,1,"Transit",2022,1.06621070000,1.31000000,2.27000000
"TOI-2260 b","TOI-2260",1,1,"Transit",2022,0.35247280000,1.62000000,3.26000000
"Kepler-1018 b","Kepler-1018",1,1,"Transit",2016,49.10135140000,2.58000000,7.18000000
"HD 69830 c","HD 69830",1,3,"Radial Velocity",2006,31.56000000000,3.46000000,11.80000000
"HD 10647 b","HD 10647",1,1,"Radial Velocity",2006,989.20000000000,13.80000000,298.75000000
"HD 219134 b","HD 219134",1,6,"Radial Velocity",2015,3.09292600000,1.60200000,4.74000000
"TOI-2092 b","TOI-2092",1,1,"Transit",2026,4.30325528074,2.94892961,9.00000000
"Proxima Cen b","Proxima Cen",3,2,"Radial Velocity",2016,11.18465000000,1.02000000,1.05500000
"HD 104067 c","HD 104067",1,2,"Radial Velocity",2024,13.89920000000,3.69000000,13.20000000
"HATS-2 b","HATS-2",1,1,"Transit",2013,1.35413379000,12.57647635,435.42491759
"TOI-782 b","TOI-782",1,1,"Transit",2024,8.02400150000,2.73400000,19.10000000
"K2-250 b","K2-250",1,1,"Transit",2018,4.01392000000,2.71257333,7.81000000
"Kepler-1852 b","Kepler-1852",1,1,"Transit",2021,7.97094011300,1.88610592,4.22000000
"Kepler-881 b","Kepler-881",1,1,"Transit",2016,4.44448017000,1.78000000,3.82000000
"Kepler-1294 b","Kepler-1294",1,1,"Transit",2016,115.68622580000,3.19000000,10.30000000
"HD 153557 c","HD 153557",1,3,"Radial Velocity",2022,15.27018000000,4.36000000,17.48056238
"Kepler-1255 b","Kepler-1255",1,1,"Transit",2016,36.29193360000,2.32000000,5.99000000
"M62H b","M62H",1,1,"Pulsar Timing",2024,0.13293502800,,785.03616529
"TOI-1136 d","TOI-1136",1,6,"Transit",2022,12.51990000000,4.62700000,8.35000000
"Kepler-127 b","Kepler-127",1,3,"Transit",2014,14.43588900000,1.40000000,2.54000000
"Kepler-1736 b","Kepler-1736",1,1,"Transit",2021,37.81029892000,3.87658560,14.30000000
"GJ 9827 b","GJ 9827",1,3,"Transit",2017,1.20897400000,1.44000000,4.28000000
"Kepler-532 b","Kepler-532",1,1,"Transit",2016,12.92491623000,2.57000000,7.13000000
"Kepler-1871 b","Kepler-1871",1,1,"Transit",2021,1.95270001900,2.42172881,6.44000000
"Kepler-1457 b","Kepler-1457",1,1,"Transit",2016,51.11102430000,1.99000000,4.62000000
"Teegarden's Star b","Teegarden's Star",1,3,"Radial Velocity",2019,4.90634000000,1.05000000,1.16000000
"Teegarden's Star c","Teegarden's Star",1,3,"Radial Velocity",2019,11.41600000000,1.02000000,1.05000000
"TOI-1136 f","TOI-1136",1,6,"Transit",2022,26.32100000000,3.73591482,9.70000000
"TOI-1448 b","TOI-1448",1,1,"Transit",2024,8.11224500000,2.74900000,19.50000000
"TOI-2120 b","TOI-2120",1,1,"Transit",2024,5.79981640000,2.12200000,6.80000000
"TOI-2337 b","TOI-2337",1,1,"Transit",2022,2.99432000000,10.08808263,508.52545120
"TOI-4329 b","TOI-4329",1,1,"Transit",2022,2.92230000000,16.81347105,143.02278315
"TOI-2445 b","TOI-2445",1,1,"Transit",2022,0.37112810000,1.25000000,2.10000000
"HIP 109600 b","HIP 109600",2,1,"Radial Velocity",2016,232.08000000000,13.20000000,851.78440000
"Kepler-1923 b","Kepler-1923",1,1,"Transit",2021,52.60969925000,1.95958179,4.50000000
"Kepler-467 b","Kepler-467",1,1,"Transit",2016,24.99324193000,2.25000000,5.69000000
"Kepler-302 c","Kepler-302",1,2,"Transit",2014,127.28218400000,12.45000000,
"LTT 1445 A c","LTT 1445 A",3,2,"Transit",2022,3.12390350000,1.14700000,1.54000000
"HAT-P-41 b","HAT-P-41",2,1,"Transit",2012,2.69405000000,22.97845000,378.21770000
"Kepler-683 b","Kepler-683",1,1,"Transit",2016,2.53918317900,1.97000000,4.54000000
"Kepler-120 b","Kepler-120",1,2,"Transit",2014,6.31250100000,2.15000000,8.50000000
"TOI-5720 b","TOI-5720",1,1,"Transit",2024,1.43445550000,1.09000000,4.30000000
"TOI-2447 b","TOI-2447",1,1,"Transit",2024,69.33684000000,9.60609646,124.90656395
"Kepler-1326 b","Kepler-1326",1,1,"Transit",2016,42.35142670000,4.18000000,16.30000000
"Kepler-9 b","Kepler-9",1,3,"Transit",2010,19.23891000000,8.29000000,43.40000000
"Kepler-406 c","Kepler-406",1,2,"Transit",2014,4.62332000000,0.85000000,2.71000000
"Kepler-315 b","Kepler-315",1,2,"Transit",2014,96.10114100000,3.77000000,13.70000000
"Kepler-1078 b","Kepler-1078",1,1,"Transit",2016,3.00725242000,1.90000000,4.27000000
"TOI-206 b","TOI-206",1,1,"Transit",2022,0.73631040000,1.30000000,2.24000000
"TOI-2669 b","TOI-2669",1,1,"Transit",2022,6.20340000000,19.72780603,193.87532827
"Kepler-1038 b","Kepler-1038",1,2,"Transit",2016,148.46033820000,3.53000000,12.20000000
"Kepler-1802 c","Kepler-1802",1,2,"Transit",2021,33.13610077000,2.32200000,6.00000000
"TOI-4029 b","TOI-4029",1,1,"Transit",2026,5.88498234631,6.73756618,36.60000000
"TOI-1136 b","TOI-1136",1,6,"Transit",2022,4.17270000000,1.90000000,3.50000000
"Kepler-1887 b","Kepler-1887",1,1,"Transit",2021,19.94750023000,2.92454357,8.88000000
"HAT-P-65 b","HAT-P-65",1,1,"Transit",2016,2.60544751000,18.05766791,176.07693748
"CI Tau c","CI Tau",1,1,"Radial Velocity",2024,25.20000000000,13.00000000,1144.18226520
"Kepler-1632 b","Kepler-1632",1,1,"Transit",2016,448.30355800000,2.47000000,6.66000000
"Kepler-1306 b","Kepler-1306",1,1,"Transit",2016,16.29595382000,1.91000000,4.31000000
"Kepler-1925 b","Kepler-1925",1,1,"Transit",2021,46.71640015000,3.00177922,9.28000000
"LHS 1678 b","LHS 1678",2,3,"Transit",2021,0.86023250000,0.68500000,0.35000000
"TOI-1273 b","TOI-1273",1,1,"Transit",2024,4.63129600000,11.09689089,70.55790635
"TOI-1199 b","TOI-1199",1,1,"Transit",2024,3.67146300000,10.51402390,75.96098927
"HD 220773 b","HD 220773",1,1,"Radial Velocity",2011,3724.70000000000,13.60000000,460.80000000
"Kepler-60 d","Kepler-60",1,3,"Transit",2012,11.89810000000,1.99000000,4.16000000
"Kepler-1452 b","Kepler-1452",1,1,"Transit",2016,42.91375100000,2.70000000,7.75000000
"TOI-4405 b","TOI-4405",1,1,"Transit",2026,5.92143995316,2.55505441,7.06000000
"Kepler-1686 b","Kepler-1686",1,1,"Transit",2020,9.30987000000,1.42553017,2.62000000
"HD 130322 b","HD 130322",1,1,"Radial Velocity",1999,10.70871000000,13.70000000,365.49000000
"Kepler-1138 b","Kepler-1138",1,1,"Transit",2016,3.17060005000,1.70000000,3.53000000
"GJ 1214 b","GJ 1214",1,1,"Transit",2009,1.58040453100,2.73300000,8.41000000
"TOI-4438 b","TOI-4438",1,1,"Transit",2024,7.44628000000,2.52000000,5.40000000
"Kepler-584 b","Kepler-584",1,1,"Transit",2016,35.18103040000,4.21000000,16.50000000
"Kepler-1961 b","Kepler-1961",1,1,"Transit",2021,5.60471010200,1.61878080,3.25000000
"Kepler-270 c","Kepler-270",1,2,"Transit",2014,25.26288700000,1.77000000,3.78000000
"TOI-757 b","TOI-757",1,1,"Transit",2024,17.46819000000,2.50000000,10.50000000
"Kepler-1157 b","Kepler-1157",1,1,"Transit",2016,4.45743164000,1.09000000,1.32000000
"Kepler-1746 b","Kepler-1746",1,1,"Transit",2021,321.21200560000,8.93504475,59.10000000
"K2-243 c","K2-243",1,2,"Transit",2018,24.94598000000,2.01000000,4.70000000
"Kepler-403 d","Kepler-403",1,3,"Transit",2016,13.61159129000,1.42000000,2.60000000
"TOI-2714 b","TOI-2714",1,1,"Transit",2024,2.49938700000,13.72000000,228.00000000
"Kepler-378 b","Kepler-378",1,2,"Transit",2014,16.09236100000,0.75000000,0.34700000
"TOI-216.01","TOI-216",1,2,"Transit",2019,34.52552800000,10.10000000,177.98390792
"HD 102272 b","HD 102272",1,1,"Radial Velocity",2008,127.58000000000,12.90000000,1570.08020000
"GJ 2056 b","GJ 2056",1,1,"Radial Velocity",2020,69.97100000000,4.17000000,16.20000000
"Kepler-256 e","Kepler-256",1,4,"Transit",2014,10.68157200000,2.35000000,6.12000000
"Kepler-1408 b","Kepler-1408",1,1,"Transit",2016,2.99793191000,0.89000000,0.64000000
"TOI-1408 c","TOI-1408",1,2,"Transit Timing Variations",2024,2.16640000000,2.22000000,7.60000000
"TOI-1408 b","TOI-1408",1,2,"Transit",2023,4.42587000000,25.00000000,593.00000000
"TOI-1437 b","TOI-1437",1,1,"Transit",2024,18.84094200000,2.24000000,9.60000000
"BD-13 2130 b","BD-13 2130",1,1,"Radial Velocity",2007,714.29999000000,12.50000000,3108.37740000
"TOI-1751 b","TOI-1751",1,1,"Transit",2024,37.46852000000,2.95078450,19.50000000
"TOI-1694 b","TOI-1694",1,2,"Transit",2023,3.77010700000,5.34222660,31.30000000
"Kepler-826 b","Kepler-826",1,1,"Transit",2016,4.48758907000,1.25000000,2.10000000
"HIP 67522 b","HIP 67522",1,2,"Transit",2020,6.95947310000,9.98720180,71.40000000
"HIP 67522 c","HIP 67522",1,2,"Transit",2024,14.33489200000,7.93595834,48.30000000
"TOI-3261 b","TOI-3261",1,1,"Transit",2024,0.88313310000,3.82000000,30.30000000
"Kepler-1929 b","Kepler-1929",1,1,"Transit",2021,59.36249924000,3.07250761,9.65000000
"Kepler-1284 b","Kepler-1284",1,1,"Transit",2016,0.66407380600,1.21000000,1.92000000
"HIP 116454 b","HIP 116454",2,1,"Transit",2014,9.10041570000,2.46900000,9.70000000
"TIC 46432937 b","TIC 46432937",1,1,"Transit",2024,1.44044527000,13.31626907,1017.05090240
"TOI-1807 b","TOI-1807",1,1,"Transit",2021,0.54937097000,1.49681583,2.44000000
"HD 77946 b","HD 77946",1,1,"Transit",2024,6.52736300000,2.89646124,10.90000000
"TOI-1836 c","TOI-1836",1,2,"Transit",2024,1.77274710000,2.59987579,8.00000000
"TOI-1181 b","TOI-1181",1,1,"Transit",2022,2.10318900000,17.02644168,374.71969185
"Kepler-1587 b","Kepler-1587",1,1,"Transit",2016,9.40604670000,1.33000000,2.33000000
"TOI-1246 c","TOI-1246",1,4,"Transit",2022,5.90413700000,2.45109846,9.10000000
"Kepler-482 b","Kepler-482",1,1,"Transit",2016,56.35418576000,2.36000000,6.17000000
"TOI-5634 A b","TOI-5634 A",2,1,"Transit",2024,2.20353730000,10.42000000,588.00000000
"Kepler-1070 b","Kepler-1070",1,1,"Transit",2016,6.22161470000,1.73000000,3.64000000
"HD 68402 b","HD 68402",1,1,"Radial Velocity",2016,1103.00000000000,12.60000000,2510.84441530
"Kepler-736 b","Kepler-736",1,1,"Transit",2016,3.60147201000,2.93000000,8.91000000
"K2-69 b","K2-69",1,1,"Transit",2016,7.06599000000,2.32000000,5.99000000
"TOI-469.01","TOI-469",1,3,"Transit",2021,13.63082050000,3.41000000,9.10000000
"Kepler-649 b","Kepler-649",1,1,"Transit",2016,29.90722674000,2.26000000,5.73000000
"K2-25 b","K2-25",1,1,"Transit",2015,3.48456408000,3.44000000,24.50000000
"TOI-6034 b","TOI-6034",2,1,"Transit",2024,2.57618400000,11.92000000,254.00000000
"Kepler-1237 b","Kepler-1237",1,1,"Transit",2016,84.57332260000,2.86000000,8.55000000
"TOI-1710 b","TOI-1710",2,1,"Transit",2022,24.28337700000,5.20315158,22.40000000
"TOI-1694 c","TOI-1694",1,2,"Radial Velocity",2023,393.10000000000,13.80000000,297.00000000
"TOI-1736 c","TOI-1736",1,2,"Radial Velocity",2023,571.25000000000,12.50000000,2800.00000000
"TOI-1272 b","TOI-1272",1,2,"Transit",2022,3.31599000000,4.13204907,27.00000000
"TOI-1272 c","TOI-1272",1,2,"Radial Velocity",2022,8.68110000000,4.95000000,21.70000000
"HD 93963 A b","HD 93963 A",2,2,"Transit",2022,1.03761090000,1.46954368,2.80000000
"HD 564 b","HD 564",1,1,"Radial Velocity",2014,492.30000000000,12.50000000,104.88000000
