pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse
"Kepler-1167 b","Kepler-1167",1,1,"Transit",2016,1.00393373900,1.71000000,3.57000000
"Kepler-1740 b","Kepler-1740",1,1,"Transit",2021,8.17240047500,3.32321414,11.00000000
"Kepler-1581 b","Kepler-1581",1,1,"Transit",2016,6.28385491000,0.80000000,0.43700000
"Kepler-644 b","Kepler-644",1,1,"Transit",2016,3.17391710300,3.15000000,10.10000000
"Kepler-1752 b","Kepler-1752",1,1,"Transit",2021,56.35850143000,4.54060463,18.70000000
"Kepler-280 c","Kepler-280",1,2,"Transit",2014,4.80709100000,2.01000000,4.70000000
"Kepler-1208 b","Kepler-1208",1,1,"Transit",2016,11.08507637000,2.32000000,5.99000000
"Kepler-263 c","Kepler-263",1,2,"Transit",2014,47.33277300000,2.47000000,6.66000000
"Kepler-1101 b","Kepler-1101",1,1,"Transit",2016,81.31510590000,2.47000000,6.66000000
"HD 168746 b","HD 168746",1,1,"Radial Velocity",2002,6.40400000000,11.10000000,85.81410000
"TOI-2406 b","TOI-2406",1,1,"Transit",2021,3.07668910000,2.86000000,15.60000000
"HD 18599 b","HD 18599",2,1,"Transit",2022,4.13743540000,2.60000000,24.10000000
"Kepler-560 b","Kepler-560",2,1,"Transit",2016,18.47764449000,1.72000000,3.61000000
"Kepler-150 d","Kepler-150",1,5,"Transit",2014,12.56093000000,2.79000000,8.20000000
"Kepler-498 b","Kepler-498",1,1,"Transit",2016,9.61375356000,3.03000000,9.43000000
"Kepler-817 b","Kepler-817",1,1,"Transit",2016,3.99010622900,9.03000000,60.20000000
"Kepler-937 b","Kepler-937",1,2,"Transit",2016,67.66882700000,3.72000000,13.40000000
"K2-10 b","K2-10",1,1,"Transit",2015,19.30553000000,3.77300000,25.20000000
"Kepler-571 b","Kepler-571",1,1,"Transit",2016,4.79859938800,2.64000000,7.46000000
"Kepler-1458 b","Kepler-1458",1,1,"Transit",2016,47.98727640000,2.76000000,8.05000000
"Kepler-1600 c","Kepler-1600",1,2,"Transit",2021,7.29804992700,1.94206512,4.43000000
"Kepler-221 d","Kepler-221",1,4,"Transit",2014,10.04156000000,2.73000000,3.61000000
"Kepler-626 b","Kepler-626",1,1,"Transit",2016,14.48585199000,2.29000000,5.86000000
"Kepler-1549 b","Kepler-1549",1,1,"Transit",2016,214.88654500000,2.57000000,7.13000000
"K2-62 c","K2-62",1,2,"Transit",2016,16.19697000000,1.99000000,4.62000000
"Kepler-1149 b","Kepler-1149",1,1,"Transit",2016,3.73089898000,1.44000000,2.67000000
"Kepler-1288 b","Kepler-1288",1,1,"Transit",2016,2.76122421000,1.12000000,1.46000000
"Kepler-128 b","Kepler-128",1,2,"Transit",2013,15.00000000000,1.42100000,3.79000000
"Kepler-1245 b","Kepler-1245",1,2,"Transit",2016,4.35409304000,1.44000000,2.67000000
"Kepler-1068 b","Kepler-1068",1,1,"Transit",2016,16.92344113000,3.63000000,12.80000000
"Kepler-150 e","Kepler-150",1,5,"Transit",2014,30.82655700000,3.12000000,9.91000000
"Kepler-272 c","Kepler-272",1,3,"Transit",2014,6.05734200000,1.79000000,97.80000000
"Kepler-152 c","Kepler-152",1,2,"Transit",2014,88.25505500000,2.39000000,6.30000000
"Kepler-1506 b","Kepler-1506",1,1,"Transit",2016,14.03291540000,1.32000000,2.30000000
"CoRoT-3 b","CoRoT-3",1,1,"Transit",2008,4.25680000000,11.32000000,6883.91000000
"HD 205739 b","HD 205739",1,1,"Radial Velocity",2008,279.80000000000,13.60000000,435.41000000
"HD 224693 b","HD 224693",1,1,"Radial Velocity",2006,26.69040000000,14.00000000,222.48100000
"HD 16417 b","HD 16417",2,1,"Radial Velocity",2008,17.24000000000,5.00000000,22.10000000
"HD 19994 b","HD 19994",3,1,"Radial Velocity",2003,466.20000000000,13.60000000,435.41000000
"GJ 179 b","GJ 179",1,1,"Radial Velocity",2009,2288.00000000000,13.80000000,301.93698665
"GQ Lup b","GQ Lup",1,1,"Imaging",2004,,33.60000000,6356.00000000
"HD 37605 b","HD 37605",1,2,"Radial Velocity",2004,55.01292000000,13.20000000,854.96270000
"HD 33283 b","HD 33283",2,1,"Radial Velocity",2006,18.19910000000,12.50000000,104.56607000
"HD 9446 b","HD 9446",1,2,"Radial Velocity",2009,30.05200000000,14.00000000,222.47200000
"HD 134987 c","HD 134987",1,2,"Radial Velocity",2009,5000.00000000000,13.90000000,260.00000000
"HD 110014 b","HD 110014",1,1,"Radial Velocity",2009,835.47700000000,12.40000000,3524.59000000
"HD 79498 b","HD 79498",2,1,"Radial Velocity",2011,1807.00000000000,13.60000000,425.89220000
"HD 45652 b","HD 45652",1,1,"Radial Velocity",2008,44.07300000000,14.30000000,137.62039000
"HIP 79431 b","HIP 79431",1,1,"Radial Velocity",2009,111.70000000000,13.40000000,667.41500000
"GJ 876 b","GJ 876",1,4,"Radial Velocity",1998,61.11660000000,13.30000000,723.22350000
"HD 86226 b","HD 86226",1,2,"Radial Velocity",2009,1628.00000000000,14.30000000,143.02350000
"HD 47186 c","HD 47186",1,2,"Radial Velocity",2008,1353.60000000000,13.00000000,111.42000000
"HD 148156 b","HD 148156",1,1,"Radial Velocity",2009,1027.00000000000,13.90000000,270.14400000
"HD 86226 c","HD 86226",1,2,"Transit",2020,3.98442000000,2.16000000,7.25000000
"HIP 14810 c","HIP 14810",1,3,"Radial Velocity",2006,147.74700000000,13.60000000,416.35730000
"HIP 14810 b","HIP 14810",1,3,"Radial Velocity",2005,6.67389200000,13.00000000,1239.53700000
"GJ 876 d","GJ 876",1,4,"Radial Velocity",2005,1.93778000000,2.51000000,6.83000000
"GJ 876 e","GJ 876",1,4,"Radial Velocity",2010,124.26000000000,3.92000000,14.60000000
"gam1 Leo b","gam1 Leo",2,1,"Radial Velocity",2009,428.50000000000,12.50000000,2790.43000000
"HD 156411 b","HD 156411",1,1,"Radial Velocity",2009,842.20000000000,14.00000000,235.18000000
"HD 8535 b","HD 8535",2,1,"Radial Velocity",2010,1313.00000000000,14.00000000,216.12440000
"HD 37605 c","HD 37605",1,2,"Radial Velocity",2012,2720.00000000000,13.10000000,1013.87770000
"HD 1605 c","HD 1605",1,2,"Radial Velocity",2015,2149.00000000000,13.00000000,1150.54460000
"BD+20 2457 b","BD+20 2457",1,2,"Radial Velocity",2009,379.63000000000,12.10000000,6807.63000000
"HD 240210 b","HD 240210",1,1,"Radial Velocity",2009,501.75000000000,12.80000000,1655.82000000
"CoRoT-17 b","CoRoT-17",1,1,"Transit",2011,3.76810000000,11.43000000,772.29000000
"HD 132563 b","HD 132563",3,1,"Radial Velocity",2011,1544.00000000000,13.60000000,473.54700000
"HD 55696 b","HD 55696",1,1,"Radial Velocity",2018,1827.00000000000,12.90000000,1357.12729789
"HD 148164 b","HD 148164",1,2,"Radial Velocity",2018,328.55000000000,13.70000000,390.93090000
"24 Sex c","24 Sex",1,2,"Radial Velocity",2010,883.00000000000,13.90000000,273.32000000
"HD 22781 b","HD 22781",1,1,"Radial Velocity",2011,528.07000000000,12.30000000,4338.20000000
"HD 148164 c","HD 148164",1,2,"Radial Velocity",2018,5062.00000000000,12.80000000,1640.00280000
"HD 90156 b","HD 90156",1,1,"Radial Velocity",2009,49.77000000000,4.43000000,17.98000000
"HD 45350 b","HD 45350",1,1,"Radial Velocity",2004,963.60000000000,13.50000000,568.89000000
"MOA-2009-BLG-266L b","MOA-2009-BLG-266L",1,1,"Microlensing",2011,2800.00000000000,3.21000000,10.40000000
"Kepler-595 c","Kepler-595",1,2,"Transit",2020,12.38602000000,1.00900000,3.30000000
"Kepler-595 b","Kepler-595",1,2,"Transit",2016,25.30290920000,3.70800000,17.40000000
"HD 177830 c","HD 177830",2,2,"Radial Velocity",2010,110.90000000000,7.87000000,47.67250000
"OGLE-TR-111 b","OGLE-TR-111",1,1,"Transit",2004,4.01444630000,11.42197100,174.79900000
"PSR B1257+12 b","PSR B1257+12",1,3,"Pulsar Timing",1994,25.26200000000,0.33800000,0.02000000
"PSR B1257+12 d","PSR B1257+12",1,3,"Pulsar Timing",1992,98.21140000000,1.80000000,3.90000000
"HD 21749 c","GJ 143",1,2,"Transit",2019,7.78993000000,0.89200000,3.70000000
"TOI-2374 b","TOI-2374",2,1,"Transit",2024,4.31361930000,7.48759911,61.65871096
"CoRoT-18 b","CoRoT-18",1,1,"Transit",2011,1.90006930000,14.68000000,1102.82000000
"Kepler-45 b","Kepler-45",1,1,"Transit",2011,2.45523900000,10.76000000,160.49700000
"WASP-23 b","WASP-23",1,1,"Transit",2010,2.94442560000,10.78300000,280.95000000
"HD 107148 b","HD 107148",2,2,"Radial Velocity",2005,48.05600000000,9.60000000,66.74100000
"SWEEPS-11 b","SWEEPS-11",1,1,"Transit",2006,1.79600000000,12.66600000,3082.82000000
"OGLE-TR-211 b","OGLE-TR-211",1,1,"Transit",2007,3.67724000000,15.24400000,327.35100000
"Lupus-TR-3 b","Lupus-TR-3",1,1,"Transit",2007,3.91405000000,9.97600000,257.43100000
"OGLE-2005-BLG-390L b","OGLE-2005-BLG-390L",1,1,"Microlensing",2005,3285.00000000000,2.21000000,5.50000000
"HN Peg b","HN Peg",1,1,"Imaging",2006,,11.77680000,6991.57000000
"MOA-2009-BLG-387L b","MOA-2009-BLG-387L",1,1,"Microlensing",2010,1980.00000000000,13.20000000,830.00000000
"GJ 674 b","GJ 674",1,1,"Radial Velocity",2007,4.69380000000,3.33000000,11.09000000
"CoRoT-11 b","CoRoT-11",1,1,"Transit",2010,2.99433000000,16.03000000,740.51000000
"2MASS J04414489+2301513 b","2MASS J04414489+2301513",1,1,"Imaging",2010,,12.60000000,2383.60000000
"GJ 3634 b","GJ 3634",1,1,"Radial Velocity",2010,2.64561000000,2.83000000,8.40000000
"CoRoT-13 b","CoRoT-13",1,1,"Transit",2010,4.03519000000,9.92000000,415.70400000
"OGLE-TR-10 b","OGLE-TR-10",1,1,"Transit",2004,3.10127800000,14.01100000,197.04600000
"HD 27442 b","HD 27442",2,1,"Radial Velocity",2000,428.10000000000,13.50000000,495.80000000
"GJ 3021 b","GJ 3021",2,1,"Radial Velocity",2000,133.71000000000,13.10000000,1071.04000000
"CoRoT-8 b","CoRoT-8",1,1,"Transit",2010,6.21229000000,6.39000000,69.92000000
"Kepler-18 c","Kepler-18",1,3,"Transit",2011,7.64159000000,5.49000000,17.30000000
"Kepler-18 b","Kepler-18",1,3,"Transit",2011,3.50472500000,2.00000000,6.90000000
"HD 46375 b","HD 46375",2,1,"Radial Velocity",2000,3.02357300000,10.00000000,71.80000000
"HD 221287 b","HD 221287",1,1,"Radial Velocity",2007,456.10000000000,13.10000000,982.05000000
"HD 33564 b","HD 33564",1,1,"Radial Velocity",2005,388.00000000000,12.50000000,2892.10000000
"HD 189733 b","HD 189733",2,1,"Radial Velocity",2005,2.21857567000,12.66617000,359.14790000
"Kepler-4 b","Kepler-4",1,1,"Transit",2009,3.21346000000,4.00200000,24.47200000
"WASP-38 b","WASP-38",1,1,"Transit",2010,6.87188000000,13.78707000,1093.33520000
"Kepler-30 c","Kepler-30",1,3,"Transit",2012,60.32310500000,12.30000000,640.00000000
"HD 106315 b","HD 106315",1,2,"Transit",2017,9.55237000000,2.44000000,12.60000000
"HIP 41378 g","HIP 41378",1,6,"Radial Velocity",2025,64.06700000000,2.50000000,6.81000000
"Kepler-18 d","Kepler-18",1,3,"Transit",2011,14.85888000000,6.98000000,16.40000000
"HAT-P-37 b","HAT-P-37",1,1,"Transit",2011,2.79743600000,13.20400000,371.52800000
"HD 129445 b","HD 129445",1,1,"Radial Velocity",2009,1840.00000000000,13.30000000,797.74930157
"Kepler-419 c","Kepler-419",1,2,"Transit Timing Variations",2014,675.47000000000,12.60000000,2320.10000000
"HD 70573 b","HD 70573",1,1,"Radial Velocity",2007,851.80000000000,12.80000000,1900.00000000
"HD 47536 b","HD 47536",1,1,"Radial Velocity",2002,712.13000000000,12.60000000,2330.00000000
"WASP-67 b","WASP-67",1,1,"Transit",2012,4.61442000000,12.89035000,136.66690000
"CoRoT-14 b","CoRoT-14",1,1,"Transit",2010,1.51214000000,12.22000000,2415.40000000
"MOA-2008-BLG-310L b","MOA-2008-BLG-310L",1,1,"Microlensing",2009,,5.18000000,23.40000000
"Kepler-419 b","Kepler-419",1,2,"Transit",2014,69.75460000000,10.80000000,794.50000000
"WASP-43 b","WASP-43",1,1,"Transit",2011,0.81347500000,10.42400000,565.71400000
"HD 11964 c","HD 11964",2,2,"Radial Velocity",2008,37.91000000000,5.38000000,25.00000000
"CoRoT-6 b","CoRoT-6",1,1,"Transit",2009,8.88659300000,13.06800000,940.74000000
"WASP-31 b","WASP-31",1,1,"Transit",2010,3.40590960000,17.36300000,151.91600000
"HD 108236 f","HD 108236",1,5,"Transit",2021,29.54115000000,2.01700000,4.72000000
"Kepler-59 c","Kepler-59",1,2,"Transit",2012,17.98012350000,1.98000000,3.81000000
"WASP-8 c","WASP-8",2,2,"Radial Velocity",2013,4323.00000000000,12.50000000,3003.37000000
"HD 154857 c","HD 154857",1,2,"Radial Velocity",2014,3452.00000000000,13.20000000,819.97000000
"KOI-217 b","KOI-217",1,1,"Transit",2010,3.90512000000,12.44200000,
"Kepler-416 b","Kepler-416",1,3,"Transit Timing Variations",2014,6.31900000000,2.48000000,58.20000000
"Kepler-37 e","Kepler-37",1,4,"Transit Timing Variations",2014,51.19600000000,0.37000000,8.10000000
"HAT-P-22 b","HAT-P-22",2,1,"Transit",2010,3.21222000000,12.89035000,785.04010000
"L 98-59 b","L 98-59",1,5,"Transit",2019,2.25311400000,0.83700000,0.46000000
"CHXR 73 b","CHXR 73",1,1,"Imaging",2006,,12.30000000,3994.48600000
"FU Tau b","FU Tau",1,1,"Imaging",2008,,12.20000000,5085.28000000
"GJ 667 C b","GJ 667 C",3,5,"Radial Velocity",2012,7.20300000000,2.25000000,5.68000000
"HD 187123 b","HD 187123",1,2,"Radial Velocity",1998,3.09658280000,14.20000000,166.21800000
"HAT-P-18 b","HAT-P-18",1,1,"Transit",2010,5.50802300000,11.15300000,62.61000000
"Kepler-59 b","Kepler-59",1,2,"Transit",2012,11.86817070000,1.10000000,4.10000000
"Kepler-53 b","Kepler-53",1,3,"Transit",2012,18.64895250000,2.89000000,111.00000000
"HD 82943 c","HD 82943",1,2,"Radial Velocity",2003,220.07800000000,13.40000000,622.60300000
"HD 82943 b","HD 82943",1,2,"Radial Velocity",2003,441.47000000000,13.50000000,534.25000000
"UZ For b","UZ For",2,2,"Eclipse Timing Variations",2011,5840.00000000000,,2002.20000000
"Kepler-69 b","Kepler-69",1,2,"Transit",2013,13.72234100000,2.24000000,5.65000000
"HIP 5158 c","HIP 5158",1,2,"Radial Velocity",2011,9017.76000000000,12.20000000,4780.16320000
"HU Aqr AB b","HU Aqr",2,2,"Eclipse Timing Variations",2011,2390.00000000000,12.80000000,1875.19700000
"Kepler-58 c","Kepler-58",1,4,"Transit",2012,15.57415680000,2.86000000,53.00000000
"Kepler-30 b","Kepler-30",1,3,"Transit",2012,29.33434000000,3.90000000,11.30000000
"Kepler-65 d","Kepler-65",1,4,"Transit",2012,8.13123000000,1.52000000,4.14000000
"Kepler-52 c","Kepler-52",1,3,"Transit",2012,16.38500210000,1.84000000,45.40000000
"Kepler-55 b","Kepler-55",1,5,"Transit",2012,27.94814490000,2.43000000,43.00000000
"UZ For c","UZ For",2,2,"Eclipse Timing Variations",2011,1916.25000000000,,2447.20000000
"Kepler-413 b","Kepler-413",2,1,"Transit",2014,66.26200000000,4.34700000,67.00000000
"WASP-14 b","WASP-14",3,1,"Transit",2008,2.24375000000,15.46842000,2809.61720000
"HAT-P-2 b","HAT-P-2",1,2,"Transit",2007,5.63351580000,10.65975900,2866.81223114
"HAT-P-42 b","HAT-P-42",1,1,"Transit",2012,4.64187800000,14.34800000,331.80100000
"WASP-59 b","WASP-59",1,1,"Transit",2012,7.91958500000,8.68700000,274.27600000
"HAT-P-39 b","HAT-P-39",2,1,"Transit",2012,3.54387000000,17.60900000,190.37200000
"alf Ari b","alf Ari",1,1,"Radial Velocity",2010,380.80000000000,13.40000000,572.07000000
"KOI-55 b","KOI-55",1,2,"Orbital Brightness Modulation",2011,0.24010400000,0.75900000,0.44000000
"GJ 536 b","GJ 536",1,2,"Radial Velocity",2016,8.70874000000,2.41000000,6.37000000
"WTS-2 b","WTS-2",1,1,"Transit",2014,1.01870680000,15.27786700,355.96960000
"KELT-6 c","KELT-6",1,2,"Radial Velocity",2015,1276.00000000000,13.00000000,1179.14930000
"KOI-55 c","KOI-55",1,2,"Orbital Brightness Modulation",2011,0.34288700000,0.86700000,0.65500000
"Ross 458 c","Ross 458",2,1,"Imaging",2010,,14.01125000,1906.98000000
"Kepler-38 b","Kepler-38",2,1,"Transit",2012,105.59900000000,4.30000000,122.00000000
"HAT-P-13 b","HAT-P-13",1,2,"Transit",2009,2.91625000000,14.25800000,270.46200000
"ROXs 42 B b","ROXs 42 B",2,1,"Imaging",2013,,12.50000000,2860.00000000
"HD 95086 b","HD 95086",1,1,"Imaging",2013,,12.90000000,1589.00000000
"RR Cae b","RR Cae",2,1,"Eclipse Timing Variations",2012,4343.50000000000,13.00000000,1334.88600000
"Kepler-50 c","Kepler-50",1,2,"Transit",2012,9.37647000000,2.17000000,8.20000000
"HD 233604 b","HD 233604",1,1,"Radial Velocity",2013,192.00000000000,12.70000000,2089.64400000
"WD 0806-661 b","WD 0806-661",1,1,"Imaging",2011,,12.60000000,2542.62725600
"Kepler-63 b","Kepler-63",1,1,"Transit",2013,9.43415050000,6.11000000,120.00000000
"Kepler-77 b","Kepler-77",1,1,"Transit",2013,3.57878087000,10.76100000,136.66100000
"HIP 41378 f","HIP 41378",1,6,"Transit",2016,542.07970000000,9.20000000,12.00000000
"HATS-5 b","HATS-5",1,1,"Transit",2014,4.76338700000,10.22300000,75.32300000
"HD 10180 d","HD 10180",1,6,"Radial Velocity",2010,16.35700000000,,3295.88058059
"WTS-1 b","WTS-1",1,1,"Transit",2012,3.35205700000,16.70000000,1274.44000000
"Kepler-297 c","Kepler-297",1,3,"Transit",2014,74.92013700000,6.54000000,42.10000000
"Kepler-347 b","Kepler-347",1,3,"Transit",2014,12.79836000000,1.97000000,4.54000000
"CoRoT-26 b","CoRoT-26",1,1,"Transit",2013,4.20474000000,14.12000000,165.26000000
"CoRoT-25 b","CoRoT-25",1,1,"Transit",2013,4.86069000000,12.11000000,85.81000000
"Kepler-186 b","Kepler-186",1,5,"Transit",2014,3.88679070000,1.07000000,1.24000000
"91 Aqr b","91 Aqr",3,1,"Radial Velocity",2013,181.40000000000,13.10000000,1017.00000000
"GJ 163 b","GJ 163",1,3,"Radial Velocity",2013,8.63182000000,3.25000000,10.60000000
"Kepler-27 c","Kepler-27",1,3,"Transit",2011,31.33090000000,4.90000000,4385.87000000
"Kepler-27 b","Kepler-27",1,3,"Transit",2011,15.33480000000,4.00000000,2895.31000000
"Kepler-139 c","Kepler-139",1,5,"Transit",2014,157.07287800000,3.38000000,13.00000000
"Kepler-311 c","Kepler-311",1,3,"Transit",2014,19.73828600000,1.43000000,2.63000000
"BD-06 1339 b","BD-06 1339",1,2,"Radial Velocity",2013,3.87280000000,,1523.03372634
"Kepler-186 d","Kepler-186",1,5,"Transit",2014,13.34299600000,1.40000000,2.54000000
"Kepler-11 d","Kepler-11",1,6,"Transit",2010,22.68450000000,3.12000000,7.30000000
"Kepler-11 b","Kepler-11",1,6,"Transit",2010,10.30390000000,1.80000000,1.90000000
"Kepler-31 c","Kepler-31",1,3,"Transit",2011,42.63180000000,5.30000000,1493.70000000
"Kepler-32 c","Kepler-32",1,5,"Transit",2011,8.75220000000,2.00000000,158.90000000
"Kepler-1735 b","Kepler-1735",1,1,"Transit",2021,7.71792984000,1.19429134,1.84000000
"HD 66141 b","HD 66141",1,1,"Radial Velocity",2012,480.50000000000,12.80000000,1906.90000000
"HD 208527 b","HD 208527",1,1,"Radial Velocity",2012,875.50000000000,12.50000000,3146.40000000
"MOA-bin-1L b","MOA-bin-1L",1,1,"Microlensing",2012,,13.00000000,1200.00000000
"GU Psc b","GU Psc",1,1,"Imaging",2014,,14.17900000,3591.30000000
"GJ 163 c","GJ 163",1,3,"Radial Velocity",2013,25.63058000000,2.50000000,6.80000000
"GJ 163 d","GJ 163",1,3,"Radial Velocity",2013,603.95116000000,5.92000000,29.40000000
"Kepler-32 d","Kepler-32",1,5,"Transit",2012,22.78020000000,2.70000000,39.90890000
"Kepler-31 d","Kepler-31",1,3,"Transit",2014,87.64510000000,3.90000000,2161.24400000
"HAT-P-45 b","HAT-P-45",1,1,"Transit",2014,3.12899200000,15.98400000,283.49200000
"MOA-2010-BLG-073L b","MOA-2010-BLG-073L",1,1,"Microlensing",2012,,12.40000000,3500.00000000
"HAT-P-27 b","HAT-P-27",2,1,"Transit",2011,3.03957700000,11.43000000,197.05000000
"DENIS-P J082303.1-491201 b","DENIS-P J082303.1-491201",1,1,"Astrometry",2013,246.36000000000,11.90000000,9057.77000000
"HIP 63242 b","HIP 63242",1,1,"Radial Velocity",2013,124.60000000000,12.50000000,2917.56000000
"Kepler-31 b","Kepler-31",1,3,"Transit",2011,20.86130000000,5.50000000,36.74180000
"Kepler-32 f","Kepler-32",1,5,"Transit",2012,0.74296000000,0.82000000,969.22800000
"Kepler-58 d","Kepler-58",1,4,"Transit",2014,40.10137100000,2.94000000,245.34300000
"Kepler-158 b","Kepler-158",1,3,"Transit",2014,16.70918400000,2.12000000,5.14000000
"Kepler-424 c","Kepler-424",1,2,"Radial Velocity",2014,223.30000000000,12.70000000,2215.18000000
"KMT-2023-BLG-1896L b","KMT-2023-BLG-1896L",1,1,"Microlensing",2025,,4.19000000,16.35000000
"HD 190984 b","HD 190984",1,1,"Radial Velocity",2009,4885.00000000000,13.00000000,1137.82569706
"Kepler-134 c","Kepler-134",1,2,"Transit",2014,10.10578500000,1.26000000,2.13000000
"Kepler-210 b","Kepler-210",1,2,"Transit",2014,2.45323400000,2.94000000,8.96000000
"Kepler-422 b","Kepler-422",1,1,"Transit",2014,7.89144830000,12.89000000,136.66000000
"Kepler-426 b","Kepler-426",1,1,"Transit",2014,3.21751883000,12.22000000,108.06000000
"Kepler-16 b","Kepler-16",2,1,"Transit",2011,228.77600000000,8.44930000,105.83300000
"KOI-94 d","KOI-94",2,4,"Transit",2013,22.34298900000,11.27000000,106.00000000
"KOI-94 b","KOI-94",2,4,"Transit",2013,3.74320800000,1.71000000,10.50000000
"Kepler-35 b","Kepler-35",2,1,"Transit",2011,131.45800000000,8.16000000,40.36300000
"HD 103774 b","HD 103774",2,1,"Radial Velocity",2013,5.88810000000,13.30000000,116.00000000
"HD 109271 b","HD 109271",1,2,"Radial Velocity",2013,7.85430000000,4.31000000,17.16200000
"Kepler-415 c","Kepler-415",1,2,"Transit Timing Variations",2014,8.70800000000,2.01000000,4.70000000
"HD 50554 b","HD 50554",1,1,"Radial Velocity",2002,1293.00000000000,12.80000000,1859.29618095
"Kepler-428 b","Kepler-428",1,1,"Transit",2014,3.52563254000,12.11000000,403.63000000
"Kepler-425 b","Kepler-425",1,1,"Transit",2014,3.79701816000,10.96200000,79.45000000
"WASP-70 A b","WASP-70 A",2,1,"Transit",2014,3.71302030000,13.04700000,187.51200000
"KOI-94 e","KOI-94",2,4,"Transit",2013,54.32031000000,6.56000000,35.00000000
"Kepler-396 c","Kepler-396",1,2,"Transit",2013,88.50500000000,5.30000000,17.90000000
"MOA-2010-BLG-477L b","MOA-2010-BLG-477L",1,1,"Microlensing",2012,,13.60000000,480.00000000
"Kepler-290 c","Kepler-290",1,3,"Transit",2014,36.77031000000,2.70000000,7.75000000
"Kepler-290 b","Kepler-290",1,3,"Transit",2014,14.58934700000,2.25000000,5.69000000
"HD 166724 b","HD 166724",1,1,"Radial Velocity",2012,5144.00000000000,13.00000000,1207.74794660
"Kepler-122 f","Kepler-122",1,5,"Transit Timing Variations",2014,56.26800000000,1.75000000,36.00000000
"Kepler-96 b","Kepler-96",1,1,"Transit",2014,16.23850000000,2.67000000,8.46000000
"KOI-13 b","KOI-13",3,1,"Transit",2011,1.76358800000,16.94800800,2949.46240000
"Kepler-17 b","Kepler-17",1,1,"Transit",2011,1.48571080000,14.68000000,778.65000000
"Kepler-784 b","Kepler-784",1,2,"Transit",2016,31.59226460000,1.58000000,3.12000000
"Kepler-880 b","Kepler-880",1,2,"Transit",2016,7.71468975000,2.66000000,7.56000000
"CoRoT-23 b","CoRoT-23",1,1,"Transit",2011,3.63130000000,11.77000000,889.90000000
"BD+20 274 b","BD+20 274",1,1,"Radial Velocity",2012,578.20000000000,13.00000000,1334.88600000
"HD 219415 b","HD 219415",1,1,"Radial Velocity",2012,2093.30000000000,13.80000000,317.83000000
"HD 150706 b","HD 150706",1,1,"Radial Velocity",2012,5894.00000000000,13.30000000,772.32302901
"OGLE-2011-BLG-0251L b","OGLE-2011-BLG-0251L",1,1,"Microlensing",2012,,14.20000000,170.00000000
"Kepler-414 c","Kepler-414",1,2,"Transit Timing Variations",2014,7.17100000000,3.01000000,29.90000000
"HAT-P-1 b","HAT-P-1",2,1,"Transit",2006,4.46529976000,14.78467100,166.86075000
"Kepler-42 c","Kepler-42",1,3,"Transit",2011,0.45328509000,0.73000000,60.33700000
"Kepler-33 c","Kepler-33",1,5,"Transit",2011,13.17562000000,3.20000000,0.39000000
"Kepler-641 b","Kepler-641",1,1,"Transit",2016,9.48961571000,1.85000000,4.08000000
"Kepler-410 A b","Kepler-410 A",2,1,"Transit",2013,17.83364800000,2.83800000,8.44000000
"Kepler-314 c","Kepler-314",1,2,"Transit",2014,5.96039200000,2.90000000,8.75000000
"Kepler-879 b","Kepler-879",1,2,"Transit",2016,33.38559380000,2.57000000,7.13000000
"Kepler-865 b","Kepler-865",1,2,"Transit",2016,14.16399294000,2.49000000,6.76000000
"Kepler-415 b","Kepler-415",1,2,"Transit Timing Variations",2014,4.17600000000,1.21000000,119.90000000
"Kepler-338 e","Kepler-338",1,4,"Transit Timing Variations",2014,9.34100000000,1.56000000,8.50000000
"Kepler-33 e","Kepler-33",1,5,"Transit",2011,31.78440000000,4.02000000,5.57000000
"Kepler-33 b","Kepler-33",1,5,"Transit",2011,5.66793000000,1.74000000,3.68000000
"Kepler-46 c","Kepler-46",1,3,"Transit Timing Variations",2012,57.01100000000,13.50000000,119.49900000
"Kepler-318 b","Kepler-318",1,2,"Transit",2014,4.66271500000,4.71000000,19.90000000
"Kepler-314 b","Kepler-314",1,2,"Transit",2014,2.46106900000,0.83000000,0.49800000
"Kepler-46 b","Kepler-46",1,3,"Transit",2012,33.60134000000,9.05700000,1907.00000000
"USco CTIO 108 b","USco CTIO 108",1,1,"Imaging",2008,,12.30000000,4449.62000000
"Kepler-130 c","Kepler-130",2,3,"Transit",2014,27.50868000000,2.90000000,8.75000000
"Kepler-418 b","Kepler-418",1,2,"Transit",2014,86.67856000000,13.45000000,349.61124770
"Kepler-33 f","Kepler-33",1,5,"Transit",2011,41.02902000000,4.46000000,9.60000000
"Kepler-33 d","Kepler-33",1,5,"Transit",2011,21.77596000000,5.35000000,3.91000000
"HD 155358 c","HD 155358",1,2,"Radial Velocity",2007,391.90000000000,13.90000000,261.00000000
"Kepler-52 b","Kepler-52",1,3,"Transit",2012,7.87735650000,2.10000000,135.00000000
"Kepler-603 c","Kepler-603",1,3,"Transit",2016,127.90757740000,6.50000000,34.50000000
"Kepler-952 b","Kepler-952",1,1,"Transit",2016,130.35469190000,7.65000000,45.40000000
"Kepler-347 c","Kepler-347",1,3,"Transit",2014,27.32087100000,1.75000000,3.71000000
"Kepler-158 c","Kepler-158",1,3,"Transit",2014,28.55138300000,1.90000000,4.27000000
